Service Name,Physical Address Line 1,Physical Address Line 2,Physical Suburb,Physical State,Physical Post Code,2019 Aged Care Planning Region (ACPR),Care Type,Residential Places,Home Care Places,Restorative Care Places,Provider Name,Organisation Type,ABS Remoteness,2019 MMM Code,2016 SA2 Code,2016 SA2 Name,2016 SA3 Code,2016 SA3 Name,Medicare Local Area Name,Medicare Local Area Code,2017 PHN Name,2017 PHN Code,2019 LGA Code,2019 LGA Name,Latitude,Longitude,2022/23 FY Australian Government Funding
Catholic Healthcare St James Villa,60 Lawson Street, ,MATRAVILLE,NSW,2036,South East Sydney,Residential,40,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11350,Malabar - La Perouse - Chifley,11802,Eastern Suburbs - South,Eastern Sydney,ML101,Central and Eastern Sydney,PHN101,16550,Randwick (C),-33.96297422,151.2443664,"$4,460,465 "
Uniting Irwin Hall Mayfield,13-15 Section Street, ,MAYFIELD,NSW,2304,Hunter,Residential,38,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11227,Mayfield - Warabrook,11103,Newcastle,Hunter,ML111,Hunter New England and Central Coast,PHN108,15900,Newcastle (C),-32.89599146,151.7404975,"$3,039,288 "
Albert Moore Gardens,10 Short Street, ,MERIMBULA,NSW,2548,Southern Highlands,Residential,68,0,0,RSL LifeCare Limited,Community Based,Outer Regional Australia,4,11025,Merimbula - Tura Beach,10104,South Coast,Southern NSW,ML117,South Eastern NSW,PHN106,10550,Bega Valley (A),-36.8920774,149.9084763,"$4,120,660 "
Southern Cross Care John Woodward Residential Aged Care,45 Barcom Street, ,MERRYLANDS,NSW,2160,Western Sydney,Residential,118,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11484,Guildford West - Merrylands West,12503,Merrylands - Guildford,Western Sydney,ML105,Western Sydney,PHN103,12380,Cumberland (A),-33.83956733,150.9708538,"$8,985,278 "
Juliana Village,58 Miranda Road, ,MIRANDA,NSW,2228,South East Sydney,Residential,73,0,0,Juliana Village Association Ltd,Community Based,Major Cities of Australia,1,11530,Miranda - Yowie Bay,12801,Cronulla - Miranda - Caringbah,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,17150,Sutherland Shire (A),-34.03672974,151.1080264,"$3,849,389 "
Catholic Healthcare George Mockler Hostel,99 Elimatta Road, ,MONA VALE,NSW,2103,Northern Sydney,Residential,28,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11423,Warriewood - Mona Vale,12202,Pittwater,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15990,Northern Beaches (A),-33.67998269,151.2969139,"$2,076,086 "
Whiddon Moree,Victoria Terrace, ,MOREE,NSW,2400,New England,Residential,39,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,4,11195,Moree,11003,Moree - Narrabri,New England,ML114,Hunter New England and Central Coast,PHN108,15300,Moree Plains (A),-29.469656,149.839234,"$1,852,937 "
Calvary Muswellbrook Retirement Community,15 Cassidy Avenue, ,MUSWELLBROOK,NSW,2333,Hunter,Residential,65,0,0,Calvary Retirement Communities Limited,Religious,Inner Regional Australia,4,11126,Muswellbrook,10604,Upper Hunter,Hunter,ML111,Hunter New England and Central Coast,PHN108,15650,Muswellbrook (A),-32.2809181,150.8919997,"$5,185,286 "
Wesley Taylor,156 Ocean Street, ,NARRABEEN,NSW,2101,Northern Sydney,Residential,74,0,0,Wesley Community Services Limited,Charitable,Major Cities of Australia,1,11431,Narrabeen - Collaroy,12203,Warringah,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15990,Northern Beaches (A),-33.70935503,151.3012024,"$4,070,777 "
Uniting Osborne House Nowra,54-60 Osborne Street, ,NOWRA,NSW,2541,Illawarra,Residential,107,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,3,11278,Nowra,11401,Shoalhaven,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,16950,Shoalhaven (C),-34.8750613,150.5992709,"$7,604,623 "
Ascott Gardens,68 Nile Street, ,ORANGE,NSW,2800,Central West,Residential,78,0,0,United Protestant Association of NSW Limited,Charitable,Inner Regional Australia,3,11077,Orange,10304,Orange,Western NSW,ML115,Western NSW,PHN107,16150,Orange (C),-33.28034225,149.1132343,"$5,891,446 "
Uniting Wontama Orange,30-38 Byng Street, ,ORANGE,NSW,2800,Central West,Residential,148,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,3,11077,Orange,10304,Orange,Western NSW,ML115,Western NSW,PHN107,16150,Orange (C),-33.28082307,149.0902776,"$11,206,274 "
Rosedurnate Aged Care Plus Centre (0130),46 Orange Street, ,PARKES,NSW,2870,Central West,Residential,41,0,0,The Salvation Army (NSW) Property Trust,Charitable,Outer Regional Australia,4,11067,Parkes (NSW),10302,Lachlan Valley,Western NSW,ML115,Western NSW,PHN107,16200,Parkes (A),-33.13824782,148.1844314,"$3,331,348 "
Melrose Cottage Settlement,157 Bungaree Road, ,PENDLE HILL,NSW,2145,Western Sydney,Residential,80,0,0,United Protestant Association of NSW Limited,Charitable,Major Cities of Australia,1,11493,Toongabbie - Constitution Hill,12504,Parramatta,Western Sydney,ML105,Western Sydney,PHN103,16260,Parramatta (C),-33.79989746,150.9596218,"$5,621,319 "
Cherrybrook Christian Care Centre,3-5 Kitchener Road, ,CHERRYBROOK,NSW,2126,Northern Sydney,Residential,120,0,0,Christian Brethren Community Services,Charitable,Major Cities of Australia,1,11558,Cherrybrook,11501,Baulkham Hills,Northern Sydney,ML107,Northern Sydney,PHN102,14000,Hornsby (A),-33.73098023,151.0559609,"$8,441,822 "
Uniting Locke Haven Petersham,60 New Canterbury Road, ,PETERSHAM,NSW,2049,Inner West,Residential,48,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11327,Petersham - Stanmore,11702,Marrickville - Sydenham - Petersham,Inner West Sydney,ML102,Central and Eastern Sydney,PHN101,14170,Inner West (A),-33.89645088,151.1548518,"$3,650,993 "
Aubrey Downer Aged Care Home,23 Sunnyside Avenue, ,POINT CLARE,NSW,2250,Central Coast,Residential,23,0,0,Fresh Fields Aged Care (NSW) - No 1 Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11037,Point Clare - Koolewong,10201,Gosford,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.4393194,151.3151349,"$1,573,239 "
BaptistCare George Forbes House,16 Erin Street, ,QUEANBEYAN,NSW,2620,Southern Highlands,Residential,85,0,0,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,1,11009,Queanbeyan,10102,Queanbeyan,Southern NSW,ML117,South Eastern NSW,PHN106,16490,Queanbeyan-Palerang Regional (A),-35.34599447,149.2330649,"$5,982,614 "
Catholic Healthcare Holy Spirit Aged Care,13 Neptune Street, ,REVESBY,NSW,2212,South West Sydney,Residential,50,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11360,Revesby,11901,Bankstown,South Western Sydney,ML104,South Western Sydney,PHN105,11570,Canterbury-Bankstown (A),-33.96399322,151.0202047,"$3,284,591 "
Yallambee Village,34 Hydrae Street, ,REVESBY,NSW,2212,South West Sydney,Residential,143,0,0,Bankstown City Aged Care Ltd,Community Based,Major Cities of Australia,1,11360,Revesby,11901,Bankstown,South Western Sydney,ML104,South Western Sydney,PHN105,11570,Canterbury-Bankstown (A),-33.95876843,151.0197437,"$10,523,942 "
Uniting Bruce Sharpe Rockdale,110 Frederick Street, ,ROCKDALE,NSW,2216,South East Sydney,Residential,52,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11381,Rockdale - Banksia,11904,Kogarah - Rockdale,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,10500,Bayside (A),-33.95145788,151.1326399,"$3,956,625 "
Our Lady Of Consolation Home,32 Evans Road, ,ROOTY HILL,NSW,2766,Western Sydney,Residential,172,0,0,Our Lady of Consolation Aged Care & Services Limited,Religious,Major Cities of Australia,1,11319,Rooty Hill - Minchinbury,11603,Mount Druitt,Western Sydney,ML105,Western Sydney,PHN103,10750,Blacktown (C),-33.78276902,150.846673,"$9,772,166 "
Archbold House Aged Care Facility,16 Trafalgar Avenue, ,ROSEVILLE,NSW,2069,Northern Sydney,Residential,102,0,0,KOPWA Limited,Community Based,Major Cities of Australia,1,11408,Lindfield - Roseville,12103,Ku-ring-gai,Northern Sydney,ML107,Northern Sydney,PHN102,14500,Ku-ring-gai (A),-33.78071759,151.1766942,"$4,769,705 "
Uniting Thomas Bowden Ryde,279 Morrison Road, ,RYDE,NSW,2112,Northern Sydney,Residential,47,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11591,Ryde,12602,Ryde - Hunters Hill,Northern Sydney,ML107,Northern Sydney,PHN102,16700,Ryde (C),-33.81927343,151.1040452,"$3,283,280 "
Uniting Alroy House Singleton,128 Blaxland Avenue, ,SINGLETON HEIGHTS,NSW,2330,Hunter,Residential,49,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,4,11112,Singleton,10601,Lower Hunter,Hunter,ML111,Hunter New England and Central Coast,PHN108,17000,Singleton (A),-32.54797262,151.1675456,"$3,720,816 "
Calvary Cooinda Retirement Community,42 Bathurst Street, ,SINGLETON,NSW,2330,Hunter,Residential,34,0,0,Calvary Retirement Communities Limited,Religious,Inner Regional Australia,4,11112,Singleton,10601,Lower Hunter,Hunter,ML111,Hunter New England and Central Coast,PHN108,17000,Singleton (A),-32.57020846,151.1691229,"$2,769,687 "
Uniting Springwood,2 Lewin Street, ,SPRINGWOOD,NSW,2777,Nepean,Residential,136,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11454,Springwood - Winmalee,12401,Blue Mountains,Nepean - Blue Mountains,ML106,Nepean Blue Mountains,PHN104,10900,Blue Mountains (C),-33.69642844,150.5538576,"$10,321,927 "
Frank And Jess Kennett Home,1 A Railway Crescent, ,STANWELL PARK,NSW,2508,Illawarra,Residential,44,0,0,United Protestant Association of NSW Limited,Charitable,Major Cities of Australia,1,11147,Helensburgh,10704,Wollongong,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,18450,Wollongong (C),-34.226181,150.982722,"$2,901,770 "
IRT Thomas Holt Kirrawee,"1-25 Acacia Road, North", ,KIRRAWEE,NSW,2232,South East Sydney,Residential,253,0,0,Illawarra Retirement Trust,Community Based,Major Cities of Australia,1,11538,Sutherland - Kirrawee,12802,Sutherland - Menai - Heathcote,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,17150,Sutherland Shire (A),-34.02141758,151.0678777,"$14,286,539 "
James Milson Village North Sydney,4 Clark Road, ,NORTH SYDNEY,NSW,2060,Northern Sydney,Residential,109,0,0,North Sydney Retirement Trust,Community Based,Major Cities of Australia,1,11416,Neutral Bay - Kirribilli,12104,North Sydney - Mosman,Sydney North Shore and Beaches,ML108,Northern Sydney,PHN102,15950,North Sydney (A),-33.84037215,151.2146296,"$7,464,485 "
Catholic Healthcare Vincentian Aged Care Service,48 Yurong Street, ,DARLINGHURST,NSW,2010,South East Sydney,Residential,30,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11329,Darlinghurst,11703,Sydney Inner City,Eastern Sydney,ML101,Central and Eastern Sydney,PHN101,17200,Sydney (C),-33.87557328,151.214163,"$3,083,728 "
Wesley Vickery,101 Port Hacking Road, ,SYLVANIA,NSW,2224,South East Sydney,Residential,69,0,0,Wesley Community Services Limited,Charitable,Major Cities of Australia,1,11531,Sylvania - Taren Point,12801,Cronulla - Miranda - Caringbah,South Eastern Sydney,ML103,Central and Eastern Sydney,PHN101,17150,Sutherland Shire (A),-34.0197251,151.1054378,"$4,055,256 "
Nazareth House Tamworth,80-104 Manilla Road, ,OXLEY VALE,NSW,2340,New England,Residential,90,0,0,Nazareth Care,Religious,Inner Regional Australia,3,11203,Tamworth - North,11004,Tamworth - Gunnedah,New England,ML114,Hunter New England and Central Coast,PHN108,17310,Tamworth Regional (A),-31.06339605,150.9035397,"$7,797,161 "
RFBI Tamworth Masonic Village,16 Kitchener Street, ,TAMWORTH,NSW,2340,New England,Residential,62,0,0,Royal Freemasons' Benevolent Institution,Charitable,Inner Regional Australia,3,11203,Tamworth - North,11004,Tamworth - Gunnedah,New England,ML114,Hunter New England and Central Coast,PHN108,17310,Tamworth Regional (A),-31.098067,150.941568,"$5,040,792 "
Uniting Taralga,49-53 Bunnaby Street, ,TARALGA,NSW,2580,Southern Highlands,Residential,23,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Inner Regional Australia,5,11540,Goulburn Region,10105,Goulburn - Mulwaree,Southern NSW,ML117,South Eastern NSW,PHN106,17640,Upper Lachlan Shire (A),-34.40582572,149.8211439,"$1,713,433 "
Alkira Lodge,2 A Bushland Drive, ,TAREE,NSW,2430,Mid North Coast,Residential,91,0,0,Bushland Health Group Limited,Community Based,Inner Regional Australia,3,11169,Taree,10805,Taree - Gloucester,Hunter,ML111,Hunter New England and Central Coast,PHN108,15240,Mid-Coast (A),-31.895389,152.484865,"$5,903,329 "
The Whiddon Group Temora - Greenstone,37 Gloucester Street, ,TEMORA,NSW,2666,Riverina/Murray,Residential,36,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Outer Regional Australia,5,11266,Temora,11303,Wagga Wagga,Murrumbidgee,ML116,Murrumbidgee,PHN110,17350,Temora (A),-34.44336781,147.5423596,"$2,342,559 "
Agris Hutrof House,25 Estonian Road, ,THIRLMERE,NSW,2572,South West Sydney,Residential,65,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,5,11447,Picton - Tahmoor - Buxton,12303,Wollondilly,South Western Sydney,ML104,South Western Sydney,PHN105,18400,Wollondilly (A),-34.2020681,150.5529741,"$5,049,913 "
Constitution Hill Aged Care,3 Centenary Avenue, ,NORTHMEAD,NSW,2152,Western Sydney,Residential,121,0,0,Australian Unity Care Services Pty Ltd,Private Incorporated Body,Major Cities of Australia,1,11493,Toongabbie - Constitution Hill,12504,Parramatta,Western Sydney,ML105,Western Sydney,PHN103,16260,Parramatta (C),-33.78881106,150.9787296,"$8,780,154 "
Catholic Healthcare Blakeney Lodge,27-29 Carey Street, ,TUMUT,NSW,2720,Riverina/Murray,Residential,30,0,0,Catholic Healthcare Limited,Charitable,Inner Regional Australia,4,11261,Tumut,11302,Tumut - Tumbarumba,Murrumbidgee,ML116,Murrumbidgee,PHN110,17080,Snowy Valleys (A),-35.29806267,148.2190017,"$2,260,544 "
Southern Cross Care North Turramurra Residential Aged Care,402 Bobbin Head Road, ,NORTH TURRAMURRA,NSW,2074,Northern Sydney,Residential,113,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Major Cities of Australia,1,11411,Turramurra,12103,Ku-ring-gai,Northern Sydney,ML107,Northern Sydney,PHN102,14500,Ku-ring-gai (A),-33.70083735,151.1469716,"$8,500,456 "
Elizabeth Lodge Hostel,79 Mt Pleasant Avenue, ,NORMANHURST,NSW,2076,Northern Sydney,Residential,94,0,0,Seventh-day Adventist Aged Care (Greater Sydney) Ltd,Private Incorporated Body,Major Cities of Australia,1,11406,Normanhurst - Thornleigh - Westleigh,12102,Hornsby,Northern Sydney,ML107,Northern Sydney,PHN102,14000,Hornsby (A),-33.72705723,151.0990233,"$6,638,052 "
Catholic Healthcare McQuoin Park,35 Pacific Highway, ,WAHROONGA,NSW,2076,Northern Sydney,Residential,122,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11579,Waitara - Wahroonga (West),12102,Hornsby,Northern Sydney,ML107,Northern Sydney,PHN102,14000,Hornsby (A),-33.7136326,151.1071563,"$9,595,856 "
Warrigal Care Mt Warrigal,5 Rowland Avenue, ,MOUNT WARRIGAL,NSW,2528,Illawarra,Residential,40,0,0,Warrigal Care,Charitable,Major Cities of Australia,1,11143,Warilla,10703,Kiama - Shellharbour,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,16900,Shellharbour (C),-34.54768467,150.8440831,"$2,784,105 "
The Whiddon Group - Wingham - Primrose,12 Primrose Street, ,WINGHAM,NSW,2429,Mid North Coast,Residential,82,0,0,The Frank Whiddon Masonic Homes of New South Wales,Charitable,Inner Regional Australia,3,11171,Wingham,10805,Taree - Gloucester,Hunter,ML111,Hunter New England and Central Coast,PHN108,15240,Mid-Coast (A),-31.86920075,152.3707146,"$4,612,099 "
Woodberry Village,129 Lanhams Road, ,WINSTON HILLS,NSW,2153,Western Sydney,Residential,122,0,0,Anglican Community Services,Religious,Major Cities of Australia,1,11494,Winston Hills,12504,Parramatta,Western Sydney,ML105,Western Sydney,PHN103,16260,Parramatta (C),-33.77693706,150.9759948,"$8,927,375 "
BaptistCare Bethshan Gardens Centre,30 Forest Road, ,WYEE,NSW,2259,Hunter,Residential,139,0,0,BaptistCare NSW & ACT,Charitable,Major Cities of Australia,1,11218,Morisset - Cooranbong,11102,Lake Macquarie - West,Hunter,ML111,Hunter New England and Central Coast,PHN108,14650,Lake Macquarie (C),-33.17004419,151.4723694,"$10,589,876 "
Adelene Court Hostel,1 Birch Road, ,WYOMING,NSW,2250,Central Coast,Residential,35,0,0,Alino Living,Charitable,Major Cities of Australia,1,11043,Wyoming,10201,Gosford,Central Coast NSW,ML109,Hunter New England and Central Coast,PHN108,11650,Central Coast (C) (NSW),-33.410581,151.365529,"$1,401,489 "
Thomas Eccles Gardens,26 Mount Street, ,YASS,NSW,2582,Southern Highlands,Residential,82,0,0,RSL LifeCare Limited,Community Based,Inner Regional Australia,4,11541,Yass,10106,Young - Yass,Southern NSW,ML117,South Eastern NSW,PHN106,18710,Yass Valley (A),-34.83111871,148.9122744,"$6,017,430 "
Southern Cross Care Young Residential Aged Care,Demondrille Street, ,YOUNG,NSW,2594,Southern Highlands,Residential,83,0,0,Southern Cross Care (NSW & ACT) Limited,Religious,Inner Regional Australia,4,11543,Young,10106,Young - Yass,Murrumbidgee,ML116,Murrumbidgee,PHN110,13910,Hilltops (A),-34.322695,148.29131,"$5,932,868 "
Uniting Wirreanda West Pennant Hills,33 Highs Road, ,WEST PENNANT HILLS,NSW,2125,Western Sydney,Residential,40,0,0,The Uniting Church in Australia Property Trust (NSW),Religious,Major Cities of Australia,1,11296,West Pennant Hills,11501,Baulkham Hills,Western Sydney,ML105,Western Sydney,PHN103,17420,The Hills Shire (A),-33.73698527,151.0225545,"$2,900,062 "
Christophorus House Hostel,396 Peats Ferry Road, ,HORNSBY,NSW,2077,Northern Sydney,Residential,24,0,0,Christophorus House Retirement Village,Community Based,Major Cities of Australia,1,11578,Hornsby - West,12102,Hornsby,Northern Sydney,ML107,Northern Sydney,PHN102,14000,Hornsby (A),-33.6966924,151.0987175,"$1,540,281 "
Catholic Healthcare St Mary's Retirement Village,211 Northcliffe Drive, ,BERKELEY,NSW,2506,Illawarra,Residential,33,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11545,Berkeley - Lake Heights - Cringila,10701,Dapto - Port Kembla,Illawarra - Shoalhaven,ML110,South Eastern NSW,PHN106,18450,Wollongong (C),-34.48289788,150.8431883,"$2,631,481 "
Catholic Healthcare St John's Villa,222 Kings Road, ,NEW LAMBTON,NSW,2305,Hunter,Residential,51,0,0,Catholic Healthcare Limited,Charitable,Major Cities of Australia,1,11225,Lambton - New Lambton,11103,Newcastle,Hunter,ML111,Hunter New England and Central Coast,PHN108,15900,Newcastle (C),-32.93508674,151.7152755,"$3,772,269 "
Woodlands Lodge,100 Lake Road, ,WALLSEND,NSW,2287,Hunter,Residential,72,0,0,United Protestant Association of NSW Limited,Charitable,Major Cities of Australia,1,11233,Wallsend - Elermore Vale,11103,Newcastle,Hunter,ML111,Hunter New England and Central Coast,PHN108,15900,Newcastle (C),-32.91254277,151.659999,"$5,270,649 "
RFBI Lakemba Masonic Village,72 Sproule Street, ,LAKEMBA,NSW,2195,Inner West,Residential,50,0,0,Royal Freemasons' Benevolent Institution,Charitable,Major Cities of Australia,1,11573,Lakemba,11902,Canterbury,Inner West Sydney,ML102,Central and Eastern Sydney,PHN101,11570,Canterbury-Bankstown (A),-33.92391248,151.0762091,"$3,442,971 "
